Package,post,N,A,Ce,Ca,I,D,,pkgCohesion,pkgCoupling,pkgCyclDepss,pkgCyclpkgs,Package Name 
org.eclipse.update.internal.core,0,45,0.125,16,8,0.666666667,0.208333333,,0.305555556,0.916666667,0.833333333,0.965277778,org.eclipse.update.internal.core
org.eclipse.update.internal.model,0,9,0,12,2,0.857142857,0.142857143,,0.152173913,0.847826087,0.97826087,0.97826087,org.eclipse.update.internal.model
org.eclipse.update.internal.security,0,5,0,12,2,0.857142857,0.142857143,,0.263157895,0.789473684,1,0.947368421,org.eclipse.update.internal.security
org.eclipse.update.internal.ui,0,6,0,33,10,0.76744186,0.23255814,,0.04,0.752,0.944,0.944,org.eclipse.update.internal.ui
org.eclipse.update.internal.ui.forms,0,25,0.086956522,36,5,0.87804878,0.034994698,,0.156462585,0.795918367,0.986394558,0.972789116,org.eclipse.update.internal.ui.forms
org.eclipse.update.internal.ui.model,0,27,0.35,18,6,0.75,0.1,,0.267326733,0.841584158,0.98019802,0.98019802,org.eclipse.update.internal.ui.model
org.eclipse.update.internal.ui.pages,0,14,0.166666667,6,2,0.75,0.083333333,,0.368421053,0.868421053,0.657894737,0.947368421,org.eclipse.update.internal.ui.pages
org.eclipse.update.internal.ui.parts,0,9,0.285714286,19,5,0.791666667,0.077380952,,0.076923077,0.653846154,0.980769231,0.980769231,org.eclipse.update.internal.ui.parts
org.eclipse.update.internal.ui.preferences,0,2,0,13,4,0.764705882,0.235294118,,0.064516129,0.516129032,0.967741935,0.967741935,org.eclipse.update.internal.ui.preferences
org.eclipse.update.internal.ui.properties,0,3,0,13,1,0.928571429,0.071428571,,0,0.458333333,1,1,org.eclipse.update.internal.ui.properties
org.eclipse.update.internal.ui.search,0,17,0.214285714,27,5,0.84375,0.058035714,,0.171717172,0.757575758,0.98989899,0.96969697,org.eclipse.update.internal.ui.search
org.eclipse.update.internal.ui.security,0,6,0.2,17,2,0.894736842,0.094736842,,0.133333333,0.666666667,0.977777778,0.977777778,org.eclipse.update.internal.ui.security
org.eclipse.update.internal.ui.views,0,6,1,37,3,0.925,0.925,,0.046875,0.734375,0.8984375,0.984375,org.eclipse.update.internal.ui.views
org.eclipse.update.internal.ui.win32.views,0,3,0,13,0,0,1,,0.069767442,0.720930233,1,1,org.eclipse.update.internal.ui.win32.views
org.eclipse.update.internal.ui.wizards,0,15,0.153846154,27,2,0.931034483,0.084880637,,0.138613861,0.772277228,1,0.99009901,org.eclipse.update.internal.ui.wizards
org.eclipse.update.ui.forms.internal,0,30,0.578947368,23,11,0.676470588,0.255417957,,0.126262626,0.863636364,0.994949495,0.994949495,org.eclipse.update.ui.forms.internal
org.eclipse.update.ui.forms.internal.engine,0,20,0.818181818,18,5,0.782608696,0.600790514,,0.292307692,0.753846154,1,0.984615385,org.eclipse.update.ui.forms.internal.engine
org.eclipse.webdav,0,8,7,5,7,0.416666667,6.416666667,,0,0.913043478,1,1,org.eclipse.webdav
org.eclipse.webdav.client,0,14,0.166666667,12,3,0.8,0.033333333,,0.233333333,0.866666667,0.983333333,0.983333333,org.eclipse.webdav.client
org.eclipse.webdav.dom,0,31,0.107142857,5,3,0.625,0.267857143,,0.756097561,0.902439024,1,1,org.eclipse.webdav.dom
org.eclipse.webdav.http.client,0,12,0.714285714,10,3,0.769230769,0.483516484,,0.409090909,0.727272727,0.954545455,0.909090909,org.eclipse.webdav.http.client
org.eclipse.webdav.internal.authentication,1,10,0,10,1,0.909090909,0.090909091,,0.588235294,0.764705882,1,0.941176471,org.eclipse.webdav.internal.authentication
org.eclipse.webdav.internal.kernel,0,34,0.259259259,10,4,0.714285714,0.026455026,,0.632653061,0.87755102,0.979591837,0.979591837,org.eclipse.webdav.internal.kernel
org.eclipse.webdav.internal.kernel.utils,0,11,0.222222222,5,5,0.5,0.277777778,,0.228571429,0.857142857,1,0.971428571,org.eclipse.webdav.internal.kernel.utils
org.eclipse.webdav.internal.utils,0,2,0,6,2,0.75,0.25,,0,0,1,1,org.eclipse.webdav.internal.utils
